state_1,state_2,state_3
0.12186202556972237,0.31664803296843796,0.4374555595193607
0.12297258629437177,0.31303652520155417,0.42811470037544663
0.12228680504832108,0.32341556003158095,0.42885463991189116
0.12364390004187856,0.3149346962840621,0.4298860548993843
0.1233364348419117,0.30989235281310834,0.419095011184958
0.12038960699535871,0.30826599853291614,0.4253974338647351
0.12172375364214266,0.306505527135969,0.4317152160716939
0.12119772854823258,0.30952853785069384,0.42142049970119005
0.1214004056371123,0.31349334867190487,0.4135644377310666
0.12125891947785546,0.3113111797826841,0.4411068781755222
0.12158858263952206,0.31129133680381876,0.45035927477394094
0.12114305984906365,0.30891236786303833,0.44214199841242185
0.12031232968364142,0.31085096519312183,0.4256947094397007
0.12010447547069852,0.3066519045582247,0.4417867672775438
0.11900113369188355,0.31105535850117216,0.4289405265250488
0.12046478055384109,0.3147089585520351,0.4233823194396385
0.12133106131676843,0.3089293602914591,0.4212450862306575
0.1214854788166942,0.3087225496698902,0.4223144917385301
0.11895726746352261,0.31297915403578097,0.4162296061759306
0.12002353557627636,0.3154248972803355,0.43067601784656107
0.12044564372648245,0.3054057661980599,0.43070106949619813
0.12048726550869945,0.29894397623628344,0.4425961073728571
0.11904075451055367,0.3116681398157563,0.4407166576437791
0.11982513229125431,0.30364353640263236,0.45218668202817974
0.1193766852571723,0.3050248185248425,0.4457143735744702
0.11943877228420056,0.3091442497865403,0.43642726993966796
0.12145970229446493,0.31751913628771844,0.44238194471450504
0.12183136476919873,0.3181734074745912,0.4366048454328642
0.12121788976818809,0.3158930248593437,0.4245951915010855
0.12221895484995238,0.30880810453903057,0.44165614426025873
0.12168103937031814,0.30963653452884565,0.417618068150148
0.12273445087400771,0.3091827959520652,0.43841286851620775
0.1203814227092195,0.3122101393618544,0.4355107965814958
0.12125781276801507,0.30929030684393144,0.43715470403374007
0.1224432439111444,0.31383012425411266,0.4326209021125159
0.1229854319253296,0.30946895824647297,0.448068171610426
0.12352326498422704,0.3096329314183027,0.4326304736048227
